UF;Município;DSVACINAmn;Distribuída aos Municípios
PE;Salgueiro;PFIZER/BIONTECH;52764
PE;Saloá;BUTANTAN/SINOVAC;6767
PE;Saloá;FIOCRUZ/ASTRAZENECA;7040
PE;Saloá;JANSSEN (JOHNSON & JOHNSON);160
PE;Saloá;PFIZER/BIONTECH;12888
PE;Sanharó;BUTANTAN/SINOVAC;11811
PE;Sanharó;FIOCRUZ/ASTRAZENECA;9875
PE;Sanharó;JANSSEN (JOHNSON & JOHNSON);275
PE;Sanharó;PFIZER/BIONTECH;15162
PE;Santa Cruz;BUTANTAN/SINOVAC;6181
PE;Santa Cruz;FIOCRUZ/ASTRAZENECA;6420
PE;Santa Cruz;JANSSEN (JOHNSON & JOHNSON);205
PE;Santa Cruz;PFIZER/BIONTECH;11598
PE;Santa Cruz Da Baixa Verde;BUTANTAN/SINOVAC;5178
PE;Santa Cruz Da Baixa Verde;FIOCRUZ/ASTRAZENECA;6145
PE;Santa Cruz Da Baixa Verde;JANSSEN (JOHNSON & JOHNSON);195
PE;Santa Cruz Da Baixa Verde;PFIZER/BIONTECH;10866
PE;Santa Cruz Do Capibaribe;BUTANTAN/SINOVAC;50943
PE;Santa Cruz Do Capibaribe;FIOCRUZ/ASTRAZENECA;39625
PE;Santa Cruz Do Capibaribe;JANSSEN (JOHNSON & JOHNSON);1505
PE;Santa Cruz Do Capibaribe;PFIZER/BIONTECH;70350
PE;Santa Filomena;BUTANTAN/SINOVAC;5691
PE;Santa Filomena;FIOCRUZ/ASTRAZENECA;6960
PE;Santa Filomena;JANSSEN (JOHNSON & JOHNSON);205
PE;Santa Filomena;PFIZER/BIONTECH;9966
PE;Santa Maria Da Boa Vista;BUTANTAN/SINOVAC;15671
PE;Santa Maria Da Boa Vista;FIOCRUZ/ASTRAZENECA;20015
PE;Santa Maria Da Boa Vista;JANSSEN (JOHNSON & JOHNSON);405
PE;Santa Maria Da Boa Vista;PFIZER/BIONTECH;38574
PE;Santa Maria Do Cambucá;BUTANTAN/SINOVAC;6023
PE;Santa Maria Do Cambucá;FIOCRUZ/ASTRAZENECA;6445
PE;Santa Maria Do Cambucá;JANSSEN (JOHNSON & JOHNSON);205
PE;Santa Maria Do Cambucá;PFIZER/BIONTECH;11310
PE;Santa Terezinha;BUTANTAN/SINOVAC;5542
PE;Santa Terezinha;FIOCRUZ/ASTRAZENECA;5125
PE;Santa Terezinha;JANSSEN (JOHNSON & JOHNSON);115
PE;Santa Terezinha;PFIZER/BIONTECH;9060
PE;São Benedito Do Sul;BUTANTAN/SINOVAC;7522
PE;São Benedito Do Sul;FIOCRUZ/ASTRAZENECA;6110
PE;São Benedito Do Sul;JANSSEN (JOHNSON & JOHNSON);170
PE;São Benedito Do Sul;PFIZER/BIONTECH;9096
PE;São Bento Do Una;BUTANTAN/SINOVAC;24780
PE;São Bento Do Una;FIOCRUZ/ASTRAZENECA;25735
PE;São Bento Do Una;JANSSEN (JOHNSON & JOHNSON);760
PE;São Bento Do Una;PFIZER/BIONTECH;35814
PE;São Caitano;BUTANTAN/SINOVAC;15676
PE;São Caitano;FIOCRUZ/ASTRAZENECA;18610
PE;São Caitano;JANSSEN (JOHNSON & JOHNSON);470
PE;São Caitano;PFIZER/BIONTECH;26994
PE;São João;BUTANTAN/SINOVAC;8947
PE;São João;FIOCRUZ/ASTRAZENECA;10160
PE;São João;JANSSEN (JOHNSON & JOHNSON);335
PE;São João;PFIZER/BIONTECH;17364
PE;São Joaquim Do Monte;BUTANTAN/SINOVAC;9485
PE;São Joaquim Do Monte;FIOCRUZ/ASTRAZENECA;10345
PE;São Joaquim Do Monte;JANSSEN (JOHNSON & JOHNSON);265
PE;São Joaquim Do Monte;PFIZER/BIONTECH;16848
PE;São José Da Coroa Grande;BUTANTAN/SINOVAC;8937
PE;São José Da Coroa Grande;FIOCRUZ/ASTRAZENECA;8960
PE;São José Da Coroa Grande;JANSSEN (JOHNSON & JOHNSON);300
PE;São José Da Coroa Grande;PFIZER/BIONTECH;14316
PE;São José Do Belmonte;BUTANTAN/SINOVAC;13948
PE;São José Do Belmonte;FIOCRUZ/ASTRAZENECA;16950
PE;São José Do Belmonte;JANSSEN (JOHNSON & JOHNSON);460
PE;São José Do Belmonte;PFIZER/BIONTECH;28278
PE;São José Do Egito;BUTANTAN/SINOVAC;12108
PE;São José Do Egito;FIOCRUZ/ASTRAZENECA;22650
PE;São José Do Egito;JANSSEN (JOHNSON & JOHNSON);435
PE;São José Do Egito;PFIZER/BIONTECH;26676
PE;São Lourenço Da Mata;BUTANTAN/SINOVAC;49822
PE;São Lourenço Da Mata;FIOCRUZ/ASTRAZENECA;54610
PE;São Lourenço Da Mata;JANSSEN (JOHNSON & JOHNSON);1680
PE;São Lourenço Da Mata;PFIZER/BIONTECH;69912
PE;São Vicente Férrer;BUTANTAN/SINOVAC;8583
PE;São Vicente Férrer;FIOCRUZ/ASTRAZENECA;8610
PE;São Vicente Férrer;JANSSEN (JOHNSON & JOHNSON);190
PE;São Vicente Férrer;PFIZER/BIONTECH;12312
PE;Serrita;BUTANTAN/SINOVAC;8833
PE;Serrita;FIOCRUZ/ASTRAZENECA;7435
PE;Serrita;JANSSEN (JOHNSON & JOHNSON);180
PE;Serrita;PFIZER/BIONTECH;14376
PE;Sertânia;BUTANTAN/SINOVAC;15626
PE;Sertânia;FIOCRUZ/ASTRAZENECA;18900
PE;Sertânia;JANSSEN (JOHNSON & JOHNSON);345
PE;Sertânia;PFIZER/BIONTECH;27228
PE;Sirinhaém;BUTANTAN/SINOVAC;19856
PE;Sirinhaém;FIOCRUZ/ASTRAZENECA;19430
PE;Sirinhaém;JANSSEN (JOHNSON & JOHNSON);355
PE;Sirinhaém;PFIZER/BIONTECH;22560
PE;Solidão;BUTANTAN/SINOVAC;2205
PE;Solidão;FIOCRUZ/ASTRAZENECA;3195
PE;Solidão;JANSSEN (JOHNSON & JOHNSON);100
PE;Solidão;PFIZER/BIONTECH;4776
PE;Surubim;BUTANTAN/SINOVAC;29102
PE;Surubim;FIOCRUZ/ASTRAZENECA;31320
PE;Surubim;JANSSEN (JOHNSON & JOHNSON);910
PE;Surubim;PFIZER/BIONTECH;46524
PE;Tabira;BUTANTAN/SINOVAC;11749
PE;Tabira;FIOCRUZ/ASTRAZENECA;13930
PE;Tabira;JANSSEN (JOHNSON & JOHNSON);435
PE;Tabira;PFIZER/BIONTECH;21714
PE;Tacaimbó;BUTANTAN/SINOVAC;7159
PE;Tacaimbó;FIOCRUZ/ASTRAZENECA;6230
PE;Tacaimbó;JANSSEN (JOHNSON & JOHNSON);150
PE;Tacaimbó;PFIZER/BIONTECH;10500
PE;Tacaratu;BUTANTAN/SINOVAC;13346
PE;Tacaratu;FIOCRUZ/ASTRAZENECA;11105
PE;Tacaratu;JANSSEN (JOHNSON & JOHNSON);335
PE;Tacaratu;PFIZER/BIONTECH;16320
PE;Tamandaré;BUTANTAN/SINOVAC;11222
PE;Tamandaré;FIOCRUZ/ASTRAZENECA;9910
PE;Tamandaré;JANSSEN (JOHNSON & JOHNSON);285
PE;Tamandaré;PFIZER/BIONTECH;14802
PE;Taquaritinga Do Norte;BUTANTAN/SINOVAC;14149
PE;Taquaritinga Do Norte;FIOCRUZ/ASTRAZENECA;10690
PE;Taquaritinga Do Norte;JANSSEN (JOHNSON & JOHNSON);240
PE;Taquaritinga Do Norte;PFIZER/BIONTECH;17190
PE;Terezinha;BUTANTAN/SINOVAC;3262
PE;Terezinha;FIOCRUZ/ASTRAZENECA;3905
PE;Terezinha;JANSSEN (JOHNSON & JOHNSON);115
PE;Terezinha;PFIZER/BIONTECH;5706
PE;Terra Nova;BUTANTAN/SINOVAC;4101
PE;Terra Nova;FIOCRUZ/ASTRAZENECA;4650
PE;Terra Nova;JANSSEN (JOHNSON & JOHNSON);160
PE;Terra Nova;PFIZER/BIONTECH;8160
PE;Timbaúba;BUTANTAN/SINOVAC;21147
PE;Timbaúba;FIOCRUZ/ASTRAZENECA;30805
PE;Timbaúba;JANSSEN (JOHNSON & JOHNSON);785
PE;Timbaúba;PFIZER/BIONTECH;42504
PE;Toritama;BUTANTAN/SINOVAC;21700
PE;Toritama;FIOCRUZ/ASTRAZENECA;17320
PE;Toritama;JANSSEN (JOHNSON & JOHNSON);635
PE;Toritama;PFIZER/BIONTECH;48558
PE;Tracunhaém;BUTANTAN/SINOVAC;6130
PE;Tracunhaém;FIOCRUZ/ASTRAZENECA;6255
PE;Tracunhaém;JANSSEN (JOHNSON & JOHNSON);240
PE;Tracunhaém;PFIZER/BIONTECH;9714
PE;Trindade;BUTANTAN/SINOVAC;11781
PE;Trindade;FIOCRUZ/ASTRAZENECA;12125
PE;Trindade;JANSSEN (JOHNSON & JOHNSON);195
PE;Trindade;PFIZER/BIONTECH;19482
PE;Triunfo;BUTANTAN/SINOVAC;7411
PE;Triunfo;FIOCRUZ/ASTRAZENECA;8270
PE;Triunfo;JANSSEN (JOHNSON & JOHNSON);180
PE;Triunfo;PFIZER/BIONTECH;17364
PE;Tupanatinga;BUTANTAN/SINOVAC;9696
PE;Tupanatinga;FIOCRUZ/ASTRAZENECA;12100
PE;Tupanatinga;JANSSEN (JOHNSON & JOHNSON);370
PE;Tupanatinga;PFIZER/BIONTECH;17082
PE;Tuparetama;BUTANTAN/SINOVAC;4205
PE;Tuparetama;FIOCRUZ/ASTRAZENECA;4850
PE;Tuparetama;JANSSEN (JOHNSON & JOHNSON);125
PE;Tuparetama;PFIZER/BIONTECH;6072
PE;Venturosa;BUTANTAN/SINOVAC;7484
PE;Venturosa;FIOCRUZ/ASTRAZENECA;8915
PE;Venturosa;JANSSEN (JOHNSON & JOHNSON);260
PE;Venturosa;PFIZER/BIONTECH;12552
PE;Verdejante;BUTANTAN/SINOVAC;3505
PE;Verdejante;FIOCRUZ/ASTRAZENECA;5320
PE;Verdejante;JANSSEN (JOHNSON & JOHNSON);150
PE;Verdejante;PFIZER/BIONTECH;8298
PE;Vertente Do Lério;BUTANTAN/SINOVAC;3004
PE;Vertente Do Lério;FIOCRUZ/ASTRAZENECA;4085
PE;Vertente Do Lério;JANSSEN (JOHNSON & JOHNSON);135
PE;Vertente Do Lério;PFIZER/BIONTECH;5736
PE;Vertentes;BUTANTAN/SINOVAC;9457
PE;Vertentes;FIOCRUZ/ASTRAZENECA;8770
PE;Vertentes;JANSSEN (JOHNSON & JOHNSON);300
PE;Vertentes;PFIZER/BIONTECH;13482
PE;Vicência;BUTANTAN/SINOVAC;11729
PE;Vicência;FIOCRUZ/ASTRAZENECA;17455
PE;Vicência;JANSSEN (JOHNSON & JOHNSON);345
PE;Vicência;PFIZER/BIONTECH;23940
PE;Vitória De Santo Antão;BUTANTAN/SINOVAC;59973
PE;Vitória De Santo Antão;FIOCRUZ/ASTRAZENECA;77275
PE;Vitória De Santo Antão;JANSSEN (JOHNSON & JOHNSON);2130
PE;Vitória De Santo Antão;PFIZER/BIONTECH;100806
PE;Xexéu;BUTANTAN/SINOVAC;4478
PE;Xexéu;FIOCRUZ/ASTRAZENECA;8105
PE;Xexéu;JANSSEN (JOHNSON & JOHNSON);230
PE;Xexéu;PFIZER/BIONTECH;8064
PI;Acauã;BUTANTAN/SINOVAC;3244
PI;Acauã;FIOCRUZ/ASTRAZENECA;5005
PI;Acauã;JANSSEN (JOHNSON & JOHNSON);140
PI;Acauã;PFIZER/BIONTECH;3924
PI;Agricolândia;BUTANTAN/SINOVAC;2610
PI;Agricolândia;FIOCRUZ/ASTRAZENECA;3125
PI;Agricolândia;JANSSEN (JOHNSON & JOHNSON);120
PI;Agricolândia;PFIZER/BIONTECH;3090
PI;Água Branca;BUTANTAN/SINOVAC;7592
PI;Água Branca;FIOCRUZ/ASTRAZENECA;9305
PI;Água Branca;JANSSEN (JOHNSON & JOHNSON);490
PI;Água Branca;PFIZER/BIONTECH;11214
PI;Alagoinha Do Piauí;BUTANTAN/SINOVAC;3226
PI;Alagoinha Do Piauí;FIOCRUZ/ASTRAZENECA;4435
PI;Alagoinha Do Piauí;JANSSEN (JOHNSON & JOHNSON);140
PI;Alagoinha Do Piauí;PFIZER/BIONTECH;4962
PI;Alegrete Do Piauí;BUTANTAN/SINOVAC;2018
PI;Alegrete Do Piauí;FIOCRUZ/ASTRAZENECA;2600
PI;Alegrete Do Piauí;JANSSEN (JOHNSON & JOHNSON);80
PI;Alegrete Do Piauí;PFIZER/BIONTECH;2910
PI;Alto Longá;BUTANTAN/SINOVAC;5448
PI;Alto Longá;FIOCRUZ/ASTRAZENECA;6695
PI;Alto Longá;JANSSEN (JOHNSON & JOHNSON);270
PI;Alto Longá;PFIZER/BIONTECH;9222
PI;Altos;BUTANTAN/SINOVAC;18082
PI;Altos;FIOCRUZ/ASTRAZENECA;22655
PI;Altos;JANSSEN (JOHNSON & JOHNSON);935
PI;Altos;PFIZER/BIONTECH;30360
PI;Alvorada Do Gurguéia;BUTANTAN/SINOVAC;2208
PI;Alvorada Do Gurguéia;FIOCRUZ/ASTRAZENECA;3480
PI;Alvorada Do Gurguéia;JANSSEN (JOHNSON & JOHNSON);100
PI;Alvorada Do Gurguéia;PFIZER/BIONTECH;3540
PI;Amarante;BUTANTAN/SINOVAC;7658
PI;Amarante;FIOCRUZ/ASTRAZENECA;12080
PI;Amarante;JANSSEN (JOHNSON & JOHNSON);475
PI;Amarante;PFIZER/BIONTECH;11094
PI;Angical Do Piauí;BUTANTAN/SINOVAC;3318
PI;Angical Do Piauí;FIOCRUZ/ASTRAZENECA;4175
PI;Angical Do Piauí;JANSSEN (JOHNSON & JOHNSON);190
PI;Angical Do Piauí;PFIZER/BIONTECH;4326
PI;Anísio De Abreu;BUTANTAN/SINOVAC;3501
PI;Anísio De Abreu;FIOCRUZ/ASTRAZENECA;4330
PI;Anísio De Abreu;JANSSEN (JOHNSON & JOHNSON);155
PI;Anísio De Abreu;PFIZER/BIONTECH;7542
PI;Antônio Almeida;BUTANTAN/SINOVAC;1410
PI;Antônio Almeida;FIOCRUZ/ASTRAZENECA;1940
PI;Antônio Almeida;JANSSEN (JOHNSON & JOHNSON);55
PI;Antônio Almeida;PFIZER/BIONTECH;2028
PI;Aroazes;BUTANTAN/SINOVAC;3003
PI;Aroazes;FIOCRUZ/ASTRAZENECA;3500
PI;Aroazes;JANSSEN (JOHNSON & JOHNSON);100
PI;Aroazes;PFIZER/BIONTECH;3822
PI;Aroeiras Do Itaim;BUTANTAN/SINOVAC;1704
PI;Aroeiras Do Itaim;FIOCRUZ/ASTRAZENECA;1340
PI;Aroeiras Do Itaim;JANSSEN (JOHNSON & JOHNSON);40
PI;Aroeiras Do Itaim;PFIZER/BIONTECH;1650
PI;Arraial;BUTANTAN/SINOVAC;1864
PI;Arraial;FIOCRUZ/ASTRAZENECA;2360
PI;Arraial;JANSSEN (JOHNSON & JOHNSON);75
PI;Arraial;PFIZER/BIONTECH;3354
PI;Assunção Do Piauí;BUTANTAN/SINOVAC;3022
PI;Assunção Do Piauí;FIOCRUZ/ASTRAZENECA;4355
PI;Assunção Do Piauí;JANSSEN (JOHNSON & JOHNSON);150
PI;Assunção Do Piauí;PFIZER/BIONTECH;5340
PI;Avelino Lopes;BUTANTAN/SINOVAC;4640
PI;Avelino Lopes;FIOCRUZ/ASTRAZENECA;5930
PI;Avelino Lopes;JANSSEN (JOHNSON & JOHNSON);205
PI;Avelino Lopes;PFIZER/BIONTECH;6954
PI;Baixa Grande Do Ribeiro;BUTANTAN/SINOVAC;4884
PI;Baixa Grande Do Ribeiro;FIOCRUZ/ASTRAZENECA;6445
PI;Baixa Grande Do Ribeiro;JANSSEN (JOHNSON & JOHNSON);210
PI;Baixa Grande Do Ribeiro;PFIZER/BIONTECH;7314
PI;Barra D'Alcântara;BUTANTAN/SINOVAC;2194
PI;Barra D'Alcântara;FIOCRUZ/ASTRAZENECA;2110
PI;Barra D'Alcântara;JANSSEN (JOHNSON & JOHNSON);80
PI;Barra D'Alcântara;PFIZER/BIONTECH;2706
PI;Barras;BUTANTAN/SINOVAC;18721
PI;Barras;FIOCRUZ/ASTRAZENECA;23545
PI;Barras;JANSSEN (JOHNSON & JOHNSON);620
PI;Barras;PFIZER/BIONTECH;32274
PI;Barreiras Do Piauí;BUTANTAN/SINOVAC;1756
PI;Barreiras Do Piauí;FIOCRUZ/ASTRAZENECA;1920
PI;Barreiras Do Piauí;JANSSEN (JOHNSON & JOHNSON);75
PI;Barreiras Do Piauí;PFIZER/BIONTECH;2298
PI;Barro Duro;BUTANTAN/SINOVAC;2730
PI;Barro Duro;FIOCRUZ/ASTRAZENECA;3935
PI;Barro Duro;JANSSEN (JOHNSON & JOHNSON);210
PI;Barro Duro;PFIZER/BIONTECH;4662
PI;Batalha;BUTANTAN/SINOVAC;10548
PI;Batalha;FIOCRUZ/ASTRAZENECA;14195
PI;Batalha;JANSSEN (JOHNSON & JOHNSON);420
PI;Batalha;PFIZER/BIONTECH;19116
PI;Bela Vista Do Piauí;BUTANTAN/SINOVAC;1966
PI;Bela Vista Do Piauí;FIOCRUZ/ASTRAZENECA;2300
PI;Bela Vista Do Piauí;JANSSEN (JOHNSON & JOHNSON);80
PI;Bela Vista Do Piauí;PFIZER/BIONTECH;2694
PI;Belém Do Piauí;BUTANTAN/SINOVAC;1713
PI;Belém Do Piauí;FIOCRUZ/ASTRAZENECA;1570
PI;Belém Do Piauí;JANSSEN (JOHNSON & JOHNSON);70
PI;Belém Do Piauí;PFIZER/BIONTECH;2466
PI;Beneditinos;BUTANTAN/SINOVAC;4620
PI;Beneditinos;FIOCRUZ/ASTRAZENECA;5380
PI;Beneditinos;JANSSEN (JOHNSON & JOHNSON);235
PI;Beneditinos;PFIZER/BIONTECH;7554
PI;Bertolínia;BUTANTAN/SINOVAC;2562
PI;Bertolínia;FIOCRUZ/ASTRAZENECA;2925
PI;Bertolínia;JANSSEN (JOHNSON & JOHNSON);100
PI;Bertolínia;PFIZER/BIONTECH;3516
PI;Betânia Do Piauí;BUTANTAN/SINOVAC;2430
PI;Betânia Do Piauí;FIOCRUZ/ASTRAZENECA;3775
PI;Betânia Do Piauí;JANSSEN (JOHNSON & JOHNSON);110
PI;Betânia Do Piauí;PFIZER/BIONTECH;3888
PI;Boa Hora;BUTANTAN/SINOVAC;2754
PI;Boa Hora;FIOCRUZ/ASTRAZENECA;3560
PI;Boa Hora;JANSSEN (JOHNSON & JOHNSON);125
PI;Boa Hora;PFIZER/BIONTECH;4464
PI;Bocaina;BUTANTAN/SINOVAC;1602
PI;Bocaina;FIOCRUZ/ASTRAZENECA;2555
PI;Bocaina;JANSSEN (JOHNSON & JOHNSON);60
PI;Bocaina;PFIZER/BIONTECH;3570
PI;Bom Jesus;BUTANTAN/SINOVAC;11732
PI;Bom Jesus;FIOCRUZ/ASTRAZENECA;14760
PI;Bom Jesus;JANSSEN (JOHNSON & JOHNSON);505
PI;Bom Jesus;PFIZER/BIONTECH;17568
PI;Bom Princípio Do Piauí;BUTANTAN/SINOVAC;3106
PI;Bom Princípio Do Piauí;FIOCRUZ/ASTRAZENECA;2750
PI;Bom Princípio Do Piauí;JANSSEN (JOHNSON & JOHNSON);85
PI;Bom Princípio Do Piauí;PFIZER/BIONTECH;4164
PI;Bonfim Do Piauí;BUTANTAN/SINOVAC;2289
PI;Bonfim Do Piauí;FIOCRUZ/ASTRAZENECA;2180
PI;Bonfim Do Piauí;JANSSEN (JOHNSON & JOHNSON);90
PI;Bonfim Do Piauí;PFIZER/BIONTECH;3234
PI;Boqueirão Do Piauí;BUTANTAN/SINOVAC;2908
PI;Boqueirão Do Piauí;FIOCRUZ/ASTRAZENECA;2965
PI;Boqueirão Do Piauí;JANSSEN (JOHNSON & JOHNSON);125
PI;Boqueirão Do Piauí;PFIZER/BIONTECH;4290
PI;Brasileira;BUTANTAN/SINOVAC;3741
PI;Brasileira;FIOCRUZ/ASTRAZENECA;4605
PI;Brasileira;JANSSEN (JOHNSON & JOHNSON);180
PI;Brasileira;PFIZER/BIONTECH;5826
PI;Brejo Do Piauí;BUTANTAN/SINOVAC;1976
PI;Brejo Do Piauí;FIOCRUZ/ASTRAZENECA;1925
PI;Brejo Do Piauí;JANSSEN (JOHNSON & JOHNSON);60
PI;Brejo Do Piauí;PFIZER/BIONTECH;2742
PI;Buriti Dos Lopes;BUTANTAN/SINOVAC;9358
PI;Buriti Dos Lopes;FIOCRUZ/ASTRAZENECA;10370
PI;Buriti Dos Lopes;JANSSEN (JOHNSON & JOHNSON);265
PI;Buriti Dos Lopes;PFIZER/BIONTECH;15720
PI;Buriti Dos Montes;BUTANTAN/SINOVAC;3096
PI;Buriti Dos Montes;FIOCRUZ/ASTRAZENECA;4715
PI;Buriti Dos Montes;JANSSEN (JOHNSON & JOHNSON);165
PI;Buriti Dos Montes;PFIZER/BIONTECH;5676
PI;Cabeceiras Do Piauí;BUTANTAN/SINOVAC;3544
PI;Cabeceiras Do Piauí;FIOCRUZ/ASTRAZENECA;6350
PI;Cabeceiras Do Piauí;JANSSEN (JOHNSON & JOHNSON);215
PI;Cabeceiras Do Piauí;PFIZER/BIONTECH;7170
PI;Cajazeiras Do Piauí;BUTANTAN/SINOVAC;1211
PI;Cajazeiras Do Piauí;FIOCRUZ/ASTRAZENECA;2065
PI;Cajazeiras Do Piauí;JANSSEN (JOHNSON & JOHNSON);65
PI;Cajazeiras Do Piauí;PFIZER/BIONTECH;2208
PI;Cajueiro Da Praia;BUTANTAN/SINOVAC;5204
PI;Cajueiro Da Praia;FIOCRUZ/ASTRAZENECA;3545
PI;Cajueiro Da Praia;JANSSEN (JOHNSON & JOHNSON);125
PI;Cajueiro Da Praia;PFIZER/BIONTECH;6096
PI;Caldeirão Grande Do Piauí;BUTANTAN/SINOVAC;2624
PI;Caldeirão Grande Do Piauí;FIOCRUZ/ASTRAZENECA;2650
PI;Caldeirão Grande Do Piauí;JANSSEN (JOHNSON & JOHNSON);110
PI;Caldeirão Grande Do Piauí;PFIZER/BIONTECH;3846
PI;Campinas Do Piauí;BUTANTAN/SINOVAC;1681
PI;Campinas Do Piauí;FIOCRUZ/ASTRAZENECA;4950
PI;Campinas Do Piauí;JANSSEN (JOHNSON & JOHNSON);100
PI;Campinas Do Piauí;PFIZER/BIONTECH;3852
PI;Campo Alegre Do Fidalgo;BUTANTAN/SINOVAC;1899
PI;Campo Alegre Do Fidalgo;FIOCRUZ/ASTRAZENECA;3065
PI;Campo Alegre Do Fidalgo;JANSSEN (JOHNSON & JOHNSON);80
PI;Campo Alegre Do Fidalgo;PFIZER/BIONTECH;3774
PI;Campo Grande Do Piauí;BUTANTAN/SINOVAC;1986
PI;Campo Grande Do Piauí;FIOCRUZ/ASTRAZENECA;3500
PI;Campo Grande Do Piauí;JANSSEN (JOHNSON & JOHNSON);90
PI;Campo Grande Do Piauí;PFIZER/BIONTECH;4530
PI;Campo Largo Do Piauí;BUTANTAN/SINOVAC;2094
PI;Campo Largo Do Piauí;FIOCRUZ/ASTRAZENECA;4305
PI;Campo Largo Do Piauí;JANSSEN (JOHNSON & JOHNSON);100
PI;Campo Largo Do Piauí;PFIZER/BIONTECH;5142
PI;Campo Maior;BUTANTAN/SINOVAC;21647
PI;Campo Maior;FIOCRUZ/ASTRAZENECA;28310
PI;Campo Maior;JANSSEN (JOHNSON & JOHNSON);875
PI;Campo Maior;PFIZER/BIONTECH;33090
PI;Canavieira;BUTANTAN/SINOVAC;1425
PI;Canavieira;FIOCRUZ/ASTRAZENECA;1780
PI;Canavieira;JANSSEN (JOHNSON & JOHNSON);60
PI;Canavieira;PFIZER/BIONTECH;2730
PI;Canto Do Buriti;BUTANTAN/SINOVAC;9407
PI;Canto Do Buriti;FIOCRUZ/ASTRAZENECA;11480
PI;Canto Do Buriti;JANSSEN (JOHNSON & JOHNSON);305
PI;Canto Do Buriti;PFIZER/BIONTECH;14490
PI;Capitão De Campos;BUTANTAN/SINOVAC;5136
PI;Capitão De Campos;FIOCRUZ/ASTRAZENECA;6170
PI;Capitão De Campos;JANSSEN (JOHNSON & JOHNSON);230
PI;Capitão De Campos;PFIZER/BIONTECH;7722
PI;Capitão Gervásio Oliveira;BUTANTAN/SINOVAC;1622
PI;Capitão Gervásio Oliveira;FIOCRUZ/ASTRAZENECA;2360
PI;Capitão Gervásio Oliveira;JANSSEN (JOHNSON & JOHNSON);60
PI;Capitão Gervásio Oliveira;PFIZER/BIONTECH;2964
PI;Caracol;BUTANTAN/SINOVAC;3843
PI;Caracol;FIOCRUZ/ASTRAZENECA;5275
PI;Caracol;JANSSEN (JOHNSON & JOHNSON);150
PI;Caracol;PFIZER/BIONTECH;7638
PI;Caraúbas Do Piauí;BUTANTAN/SINOVAC;3474
PI;Caraúbas Do Piauí;FIOCRUZ/ASTRAZENECA;2555
PI;Caraúbas Do Piauí;JANSSEN (JOHNSON & JOHNSON);90
PI;Caraúbas Do Piauí;PFIZER/BIONTECH;4284
PI;Caridade Do Piauí;BUTANTAN/SINOVAC;1902
PI;Caridade Do Piauí;FIOCRUZ/ASTRAZENECA;3160
PI;Caridade Do Piauí;JANSSEN (JOHNSON & JOHNSON);95
PI;Caridade Do Piauí;PFIZER/BIONTECH;3270
PI;Castelo Do Piauí;BUTANTAN/SINOVAC;8230
PI;Castelo Do Piauí;FIOCRUZ/ASTRAZENECA;9795
PI;Castelo Do Piauí;JANSSEN (JOHNSON & JOHNSON);380
PI;Castelo Do Piauí;PFIZER/BIONTECH;13236
PI;Caxingó;BUTANTAN/SINOVAC;2926
PI;Caxingó;FIOCRUZ/ASTRAZENECA;2465
PI;Caxingó;JANSSEN (JOHNSON & JOHNSON);80
PI;Caxingó;PFIZER/BIONTECH;4104
PI;Cocal;BUTANTAN/SINOVAC;12592
PI;Cocal;FIOCRUZ/ASTRAZENECA;12230
PI;Cocal;JANSSEN (JOHNSON & JOHNSON);405
PI;Cocal;PFIZER/BIONTECH;20112
PI;Cocal De Telha;BUTANTAN/SINOVAC;2446
PI;Cocal De Telha;FIOCRUZ/ASTRAZENECA;2520
PI;Cocal De Telha;JANSSEN (JOHNSON & JOHNSON);100
PI;Cocal De Telha;PFIZER/BIONTECH;3348
PI;Cocal Dos Alves;BUTANTAN/SINOVAC;3030
PI;Cocal Dos Alves;FIOCRUZ/ASTRAZENECA;3030
PI;Cocal Dos Alves;JANSSEN (JOHNSON & JOHNSON);90
PI;Cocal Dos Alves;PFIZER/BIONTECH;4632
PI;Coivaras;BUTANTAN/SINOVAC;2038
PI;Coivaras;FIOCRUZ/ASTRAZENECA;2285
PI;Coivaras;JANSSEN (JOHNSON & JOHNSON);85
PI;Coivaras;PFIZER/BIONTECH;2982
PI;Colônia Do Gurguéia;BUTANTAN/SINOVAC;2222
PI;Colônia Do Gurguéia;FIOCRUZ/ASTRAZENECA;3210
PI;Colônia Do Gurguéia;JANSSEN (JOHNSON & JOHNSON);90
PI;Colônia Do Gurguéia;PFIZER/BIONTECH;4344
PI;Colônia Do Piauí;BUTANTAN/SINOVAC;2045
PI;Colônia Do Piauí;FIOCRUZ/ASTRAZENECA;6225
PI;Colônia Do Piauí;JANSSEN (JOHNSON & JOHNSON);125
PI;Colônia Do Piauí;PFIZER/BIONTECH;4614
PI;Conceição Do Canindé;BUTANTAN/SINOVAC;2764
PI;Conceição Do Canindé;FIOCRUZ/ASTRAZENECA;2460
PI;Conceição Do Canindé;JANSSEN (JOHNSON & JOHNSON);100
PI;Conceição Do Canindé;PFIZER/BIONTECH;3300
PI;Coronel José Dias;BUTANTAN/SINOVAC;1985
PI;Coronel José Dias;FIOCRUZ/ASTRAZENECA;2105
PI;Coronel José Dias;JANSSEN (JOHNSON & JOHNSON);80
PI;Coronel José Dias;PFIZER/BIONTECH;3360
PI;Corrente;BUTANTAN/SINOVAC;11802
